"Republican_percent","Republican_votes","Democratic_percent","Democratic_votes","state_abb","year","President","margin_percent","margin_votes","win","personal_income","national_personal_income","relative_personal_income"
59.71,692634,37.99,440726,"KS",2012,"Barack Obama",-21.72,251908,"Republican",43725,44263,0.987845378758783
60.49,1087190,37.8,679370,"KY",2012,"Barack Obama",-22.69,407820,"Republican",35814,44263,0.809118225154192
57.78,1152262,40.58,809141,"LA",2012,"Barack Obama",-17.2,343121,"Republican",40527,44263,0.91559541829519
40.98,292276,56.27,401306,"ME",2012,"Barack Obama",15.29,109030,"Democratic",39589,44263,0.894403903937826
35.9,971869,61.97,1677844,"MD",2012,"Barack Obama",26.07,705975,"Democratic",53078,44263,1.19915053204708
37.51,1188314,60.65,1921290,"MA",2012,"Barack Obama",23.14,732976,"Democratic",56752,44263,1.28215439531889
44.71,2115256,54.21,2564569,"MI",2012,"Barack Obama",9.5,449313,"Democratic",38652,44263,0.873234981813253
44.96,1320225,52.65,1546167,"MN",2012,"Barack Obama",7.69,225942,"Democratic",47293,44263,1.06845446535481
55.29,710746,43.79,562949,"MS",2012,"Barack Obama",-11.5,147797,"Republican",33127,44263,0.748412895646477
53.76,1482440,44.38,1223796,"MO",2012,"Barack Obama",-9.38,258644,"Republican",39905,44263,0.901543049499582
55.35,267928,41.7,201839,"MT",2012,"Barack Obama",-13.65,66089,"Republican",39102,44263,0.883401486568918
59.8,475064,38.03,302081,"NE",2012,"Barack Obama",-21.77,172983,"Republican",45578,44263,1.02970878611933
45.68,463567,52.36,531373,"NV",2012,"Barack Obama",6.68,67806,"Democratic",39436,44263,0.8909472923209
46.4,329918,51.98,369561,"NH",2012,"Barack Obama",5.58,39643,"Democratic",50546,44263,1.14194699862187
40.59,1477568,58.38,2125101,"NJ",2012,"Barack Obama",17.79,647533,"Democratic",55142,44263,1.2457809005264
42.84,335788,52.99,415335,"NM",2012,"Barack Obama",10.15,79547,"Democratic",35585,44263,0.803944603845198
35.17,2490431,63.35,4485741,"NY",2012,"Barack Obama",28.18,1995310,"Democratic",53571,44263,1.21028850281273
50.39,2270395,48.35,2178391,"NC",2012,"Barack Obama",-2.04,92004,"Republican",38655,44263,0.873302758511624
58.32,188163,38.69,124827,"ND",2012,"Barack Obama",-19.63,63336,"Republican",55388,44263,1.25133858979283
47.69,2661437,50.67,2827709,"OH",2012,"Barack Obama",2.98,166272,"Democratic",40329,44263,0.911122156202698
66.77,891325,33.23,443547,"OK",2012,"Barack Obama",-33.54,447778,"Republican",41549,44263,0.938684680206945
42.15,754175,54.24,970488,"OR",2012,"Barack Obama",12.09,216313,"Democratic",39083,44263,0.882972234145901
46.59,2680434,51.97,2990274,"PA",2012,"Barack Obama",5.38,309840,"Democratic",45781,44263,1.03429500937578
35.24,157204,62.7,279677,"RI",2012,"Barack Obama",27.46,122473,"Democratic",46084,44263,1.04114045591126
54.56,1071645,44.09,865941,"SC",2012,"Barack Obama",-10.47,205704,"Republican",35461,44263,0.801143166979193
57.89,210610,39.87,145039,"SD",2012,"Barack Obama",-18.02,65571,"Republican",44792,44263,1.0119512911461
59.48,1462330,39.08,960709,"TN",2012,"Barack Obama",-20.4,501621,"Republican",39137,44263,0.88419221471658
57.17,4569843,41.38,3308124,"TX",2012,"Barack Obama",-15.79,1261719,"Republican",43505,44263,0.982875087544902
72.79,740600,24.75,251813,"UT",2012,"Barack Obama",-48.04,488787,"Republican",35995,44263,0.813207419289248
30.97,92698,66.57,199239,"VT",2012,"Barack Obama",35.6,106541,"Democratic",44287,44263,1.00054221358697
47.28,1822522,51.16,1971820,"VA",2012,"Barack Obama",3.88,149298,"Democratic",49320,44263,1.11424892122088
41.29,1290670,56.16,1755396,"WA",2012,"Barack Obama",14.87,464726,"Democratic",47344,44263,1.06960666922712
62.3,417655,35.54,238269,"WV",2012,"Barack Obama",-26.76,179386,"Republican",35374,44263,0.799177642726431
45.89,1407966,52.83,1620985,"WI",2012,"Barack Obama",6.94,213019,"Democratic",42463,44263,0.95933398097734
68.64,170962,27.82,69286,"WY",2012,"Barack Obama",-40.82,101676,"Republican",52154,44263,1.17827530894878
47.2,60933504,51.06,65915795,"United States",2012,"Barack Obama",3.86,4982291,"Democratic",44263,44263,1
62.08,1318255,34.36,729547,"AL",2016,"Donald Trump",-27.72,588708,"Republican",39447.08326,49495,0.796991277098697
51.28,163387,36.55,116454,"AK",2016,"Donald Trump",-14.73,46933,"Republican",55437.83883,49495,1.12006947833114
48.67,1252401,45.13,1161167,"AZ",2016,"Donald Trump",-3.54,91234,"Republican",40272.85249,49495,0.81367516900697
60.57,684872,33.65,380494,"AR",2016,"Donald Trump",-26.92,304378,"Republican",39634.59525,49495,0.800779780785938
31.62,4483810,61.73,8753788,"CA",2016,"Donald Trump",30.11,4269978,"Democratic",56270.03932,49495,1.13688330780887
43.25,1202484,48.16,1338870,"CO",2016,"Donald Trump",4.91,136386,"Democratic",52251.89941,49495,1.05570056389534
40.93,673215,54.57,897572,"CT",2016,"Donald Trump",13.64,224357,"Democratic",71760.78415,49495,1.44985926154157
41.79,185127,53.18,235603,"DE",2016,"Donald Trump",11.39,50476,"Democratic",48859.05899,49495,0.987151409031215
4.07,12723,90.48,282830,"D.C.",2016,"Donald Trump",86.41,270107,"Democratic",76167.47655,49495,1.53889234367108
49.02,4617886,47.82,4504975,"FL",2016,"Donald Trump",-1.2,112911,"Republican",46000.76682,49495,0.929402299626225
50.77,2089104,45.64,1877963,"GA",2016,"Donald Trump",-5.13,211141,"Republican",41915.65948,49495,0.846866541670876
30.03,128847,62.22,266891,"HI",2016,"Donald Trump",32.19,138044,"Democratic",50770.81279,49495,1.02577659945449
59.26,409055,27.49,189765,"ID",2016,"Donald Trump",-31.77,219290,"Republican",39305.70244,49495,0.794134810384887
38.76,2146015,55.83,3090729,"IL",2016,"Donald Trump",17.07,944714,"Democratic",52613.0491,49495,1.06299725426811
56.82,1557286,37.91,1033126,"IN",2016,"Donald Trump",-18.91,524160,"Republican",43758.58296,49495,0.884101080109102
51.15,800983,41.74,653669,"IA",2016,"Donald Trump",-9.41,147314,"Republican",47005.87904,49495,0.949709648247298
56.65,671018,36.05,427005,"KS",2016,"Donald Trump",-20.6,244013,"Republican",48771.55315,49495,0.985383435700576
62.52,1202971,32.68,628854,"KY",2016,"Donald Trump",-29.84,574117,"Republican",39655.40479,49495,0.801200218001818
58.09,1178638,38.45,780154,"LA",2016,"Donald Trump",-19.64,398484,"Republican",43697.47863,49495,0.882866524497424
44.87,335593,47.83,357735,"ME",2016,"Donald Trump",2.96,22142,"Democratic",44686.39761,49495,0.902846703909486
33.91,943169,60.33,1677928,"MD",2016,"Donald Trump",26.42,734759,"Democratic",58385.45573,49495,1.17962331003132
32.81,1090893,60.01,1995196,"MA",2016,"Donald Trump",27.2,904303,"Democratic",65394.22374,49495,1.3212288865542
47.5,2279543,47.27,2268839,"MI",2016,"Donald Trump",-0.229999999999997,10704,"Republican",44664.04118,49495,0.90239501323366
44.92,1322951,46.44,1367716,"MN",2016,"Donald Trump",1.52,44765,"Democratic",52337.95511,49495,1.05743923850894
57.94,700714,40.11,485131,"MS",2016,"Donald Trump",-17.83,215583,"Republican",36049.80851,49495,0.728352530760683
56.77,1594511,38.14,1071068,"MO",2016,"Donald Trump",-18.63,523443,"Republican",44047.10323,49495,0.889930361248611
56.17,279240,35.75,177709,"MT",2016,"Donald Trump",-20.42,101531,"Republican",42386.7168,49495,0.856383812506314
58.75,495961,33.7,284494,"NE",2016,"Donald Trump",-25.05,211467,"Republican",49692.31027,49495,1.00398646873422
45.5,512058,47.92,539260,"NV",2016,"Donald Trump",2.42,27202,"Democratic",43416.15029,49495,0.87718254955046
46.61,345790,46.98,348526,"NH",2016,"Donald Trump",0.369999999999997,2736,"Democratic",58591.76877,49495,1.18379167127993
41,1601933,54.99,2148278,"NJ",2016,"Donald Trump",13.99,546345,"Democratic",62496.83464,49495,1.26268986038994
40.04,319667,48.26,385234,"NM",2016,"Donald Trump",8.22,65567,"Democratic",38860.36381,49495,0.785137161531468
36.15,2814589,58.4,4547562,"NY",2016,"Donald Trump",22.25,1732973,"Democratic",61189.93751,49495,1.23628523103344
49.83,2362631,46.17,2189316,"NC",2016,"Donald Trump",-3.66,173315,"Republican",42234.64608,49495,0.853311366400647
62.96,216794,27.23,93758,"ND",2016,"Donald Trump",-35.73,123036,"Republican",55544.41442,49495,1.12222273805435
51.69,2841005,43.56,2394164,"OH",2016,"Donald Trump",-8.13,446841,"Republican",45211.39454,49495,0.913453773916557
65.32,949136,28.93,420375,"OK",2016,"Donald Trump",-36.39,528761,"Republican",45596.33455,49495,0.921231125366199
39.09,782403,50.07,1002106,"OR",2016,"Donald Trump",10.98,219703,"Democratic",45539.17036,49495,0.920076176583493
48.58,2970733,47.85,2926441,"PA",2016,"Donald Trump",-0.729999999999997,44292,"Republican",51509.01967,49495,1.04069137630064
38.9,180543,54.41,252525,"RI",2016,"Donald Trump",15.51,71982,"Democratic",51642.9925,49495,1.04339817153248
54.94,1155389,40.67,855373,"SC",2016,"Donald Trump",-14.27,300016,"Republican",39712.41166,49495,0.802351988281645
61.53,227721,31.74,117458,"SD",2016,"Donald Trump",-29.79,110263,"Republican",48319.1481,49495,0.97624301646631
60.72,1522925,34.72,870695,"TN",2016,"Donald Trump",-26,652230,"Republican",43440.32064,49495,0.877670888776644
52.23,4685047,43.24,3877868,"TX",2016,"Donald Trump",-8.98999999999999,807179,"Republican",47933.61681,49495,0.968453718759471
45.54,515231,27.46,310676,"UT",2016,"Donald Trump",-18.08,204555,"Republican",40879.75388,49495,0.825937041721386
29.76,95369,55.72,178573,"VT",2016,"Donald Trump",25.96,83204,"Democratic",50290.26856,49495,1.01606765451056
44.43,1769443,49.75,1981473,"VA",2016,"Donald Trump",5.32,212030,"Democratic",54049.49804,49495,1.09201935629862
38.07,1221747,54.3,1742718,"WA",2016,"Donald Trump",16.23,520971,"Democratic",53779.91218,49495,1.08657262713405
68.63,489371,26.48,188794,"WV",2016,"Donald Trump",-42.15,300577,"Republican",37343.63241,49495,0.754493027780584
47.22,1405284,46.45,1382536,"WI",2016,"Donald Trump",-0.769999999999996,22748,"Republican",47489.16194,49495,0.959473925447015
67.4,174419,21.63,55973,"WY",2016,"Donald Trump",-45.77,118446,"Republican",55345.76371,49495,1.11820918698858
45.94,62985106,48.03,65853625,"United States",2016,"Donald Trump",2.09,2868519,"Democratic",49495,49495,1
